Training with a single process on 1 GPUs.
Model ViTAE_basic_Small created, param count: 24032136
Model ViTAE_basic_Small created, trainable param count: 24009096
Data processing configuration for current model + dataset:
	input_size: (3, 224, 224)
Train: 29 [7600/10009 ( 76%)]  Loss:  2.760615 (3.8003)  Time: 0.677s,  189.01/s  (1.420s,   90.11/s)  LR: 2.445e-04  Data: 0.017 (0.751)
Train: 29 [7650/10009 ( 76%)]  Loss:  4.095523 (3.8010)  Time: 5.276s,   24.26/s  (1.421s,   90.08/s)  LR: 2.445e-04  Data: 4.610 (0.751)
Train: 29 [7700/10009 ( 77%)]  Loss:  3.840034 (3.8009)  Time: 4.836s,   26.47/s  (1.422s,   90.04/s)  LR: 2.445e-04  Data: 4.157 (0.752)
Train: 29 [7750/10009 ( 77%)]  Loss:  4.138877 (3.8008)  Time: 0.739s,  173.28/s  (1.423s,   89.97/s)  LR: 2.445e-04  Data: 0.022 (0.753)
Train: 29 [7800/10009 ( 78%)]  Loss:  2.785607 (3.8006)  Time: 0.699s,  183.20/s  (1.424s,   89.89/s)  LR: 2.445e-04  Data: 0.019 (0.754)
Train: 29 [7850/10009 ( 78%)]  Loss:  3.647595 (3.8007)  Time: 0.686s,  186.54/s  (1.426s,   89.77/s)  LR: 2.445e-04  Data: 0.024 (0.756)
Train: 29 [7900/10009 ( 79%)]  Loss:  4.346519 (3.8001)  Time: 8.013s,   15.97/s  (1.427s,   89.69/s)  LR: 2.445e-04  Data: 7.292 (0.757)
Train: 29 [7950/10009 ( 79%)]  Loss:  4.221253 (3.7991)  Time: 0.680s,  188.24/s  (1.427s,   89.72/s)  LR: 2.445e-04  Data: 0.017 (0.757)
Train: 29 [8000/10009 ( 80%)]  Loss:  3.540241 (3.7994)  Time: 0.659s,  194.31/s  (1.426s,   89.75/s)  LR: 2.445e-04  Data: 0.017 (0.756)
Train: 29 [8050/10009 ( 80%)]  Loss:  3.430270 (3.7996)  Time: 0.684s,  187.09/s  (1.426s,   89.78/s)  LR: 2.445e-04  Data: 0.017 (0.756)
Train: 29 [8100/10009 ( 81%)]  Loss:  3.722271 (3.7996)  Time: 7.552s,   16.95/s  (1.427s,   89.72/s)  LR: 2.445e-04  Data: 6.890 (0.757)
Train: 29 [8150/10009 ( 81%)]  Loss:  4.210667 (3.7997)  Time: 0.680s,  188.10/s  (1.429s,   89.60/s)  LR: 2.445e-04  Data: 0.018 (0.758)
Train: 29 [8200/10009 ( 82%)]  Loss:  4.060593 (3.7999)  Time: 0.685s,  186.82/s  (1.430s,   89.52/s)  LR: 2.445e-04  Data: 0.018 (0.760)
Train: 29 [8250/10009 ( 82%)]  Loss:  3.486756 (3.7993)  Time: 0.662s,  193.23/s  (1.431s,   89.45/s)  LR: 2.445e-04  Data: 0.017 (0.761)
Train: 29 [8300/10009 ( 83%)]  Loss:  4.067850 (3.7989)  Time: 6.532s,   19.60/s  (1.432s,   89.39/s)  LR: 2.445e-04  Data: 5.864 (0.762)
Train: 29 [8350/10009 ( 83%)]  Loss:  4.070337 (3.7977)  Time: 0.682s,  187.61/s  (1.433s,   89.35/s)  LR: 2.445e-04  Data: 0.019 (0.763)
Train: 29 [8400/10009 ( 84%)]  Loss:  4.015028 (3.7976)  Time: 0.670s,  191.13/s  (1.433s,   89.35/s)  LR: 2.445e-04  Data: 0.017 (0.762)
Train: 29 [8450/10009 ( 84%)]  Loss:  2.723329 (3.7974)  Time: 8.224s,   15.56/s  (1.433s,   89.29/s)  LR: 2.445e-04  Data: 7.558 (0.763)
Train: 29 [8500/10009 ( 85%)]  Loss:  3.659919 (3.7974)  Time: 1.075s,  119.10/s  (1.436s,   89.14/s)  LR: 2.445e-04  Data: 0.410 (0.766)
Train: 29 [8550/10009 ( 85%)]  Loss:  3.741762 (3.7981)  Time: 0.683s,  187.44/s  (1.436s,   89.11/s)  LR: 2.445e-04  Data: 0.018 (0.766)
Train: 29 [8600/10009 ( 86%)]  Loss:  2.823427 (3.7986)  Time: 0.685s,  186.75/s  (1.436s,   89.11/s)  LR: 2.445e-04  Data: 0.017 (0.766)
Train: 29 [8650/10009 ( 86%)]  Loss:  3.603192 (3.7991)  Time: 2.231s,   57.37/s  (1.437s,   89.08/s)  LR: 2.445e-04  Data: 1.564 (0.767)
Train: 29 [8700/10009 ( 87%)]  Loss:  3.303691 (3.7992)  Time: 7.249s,   17.66/s  (1.438s,   88.99/s)  LR: 2.445e-04  Data: 6.584 (0.768)
Train: 29 [8750/10009 ( 87%)]  Loss:  3.830393 (3.7994)  Time: 0.683s,  187.30/s  (1.439s,   88.93/s)  LR: 2.445e-04  Data: 0.022 (0.769)
Train: 29 [8800/10009 ( 88%)]  Loss:  3.794633 (3.7988)  Time: 0.685s,  186.87/s  (1.440s,   88.87/s)  LR: 2.445e-04  Data: 0.017 (0.770)
Train: 29 [8850/10009 ( 88%)]  Loss:  3.266125 (3.7983)  Time: 5.458s,   23.45/s  (1.440s,   88.86/s)  LR: 2.445e-04  Data: 4.792 (0.770)
Train: 29 [8900/10009 ( 89%)]  Loss:  4.100758 (3.7990)  Time: 0.736s,  173.87/s  (1.441s,   88.86/s)  LR: 2.445e-04  Data: 0.023 (0.770)
Train: 29 [8950/10009 ( 89%)]  Loss:  2.480912 (3.7987)  Time: 0.686s,  186.54/s  (1.441s,   88.83/s)  LR: 2.445e-04  Data: 0.019 (0.771)
Train: 29 [9000/10009 ( 90%)]  Loss:  3.665671 (3.7984)  Time: 0.700s,  182.76/s  (1.441s,   88.80/s)  LR: 2.445e-04  Data: 0.017 (0.771)
Train: 29 [9050/10009 ( 90%)]  Loss:  3.808292 (3.7980)  Time: 6.414s,   19.96/s  (1.443s,   88.72/s)  LR: 2.445e-04  Data: 5.749 (0.773)
Train: 29 [9100/10009 ( 91%)]  Loss:  3.402573 (3.7982)  Time: 2.288s,   55.94/s  (1.444s,   88.65/s)  LR: 2.445e-04  Data: 1.634 (0.774)
Train: 29 [9150/10009 ( 91%)]  Loss:  4.405638 (3.7988)  Time: 0.687s,  186.40/s  (1.444s,   88.62/s)  LR: 2.445e-04  Data: 0.017 (0.774)
Train: 29 [9200/10009 ( 92%)]  Loss:  4.008759 (3.7995)  Time: 0.741s,  172.85/s  (1.444s,   88.64/s)  LR: 2.445e-04  Data: 0.017 (0.774)
Train: 29 [9250/10009 ( 92%)]  Loss:  4.081531 (3.7994)  Time: 6.884s,   18.59/s  (1.445s,   88.61/s)  LR: 2.445e-04  Data: 6.217 (0.774)
Train: 29 [9300/10009 ( 93%)]  Loss:  3.469577 (3.7997)  Time: 0.866s,  147.86/s  (1.445s,   88.58/s)  LR: 2.445e-04  Data: 0.156 (0.775)
Train: 29 [9350/10009 ( 93%)]  Loss:  3.322700 (3.7997)  Time: 0.679s,  188.59/s  (1.445s,   88.59/s)  LR: 2.445e-04  Data: 0.017 (0.775)
Train: 29 [9400/10009 ( 94%)]  Loss:  3.535219 (3.7990)  Time: 0.695s,  184.22/s  (1.446s,   88.55/s)  LR: 2.445e-04  Data: 0.018 (0.775)
Train: 29 [9450/10009 ( 94%)]  Loss:  4.438076 (3.7990)  Time: 3.518s,   36.38/s  (1.445s,   88.57/s)  LR: 2.445e-04  Data: 2.855 (0.775)
Train: 29 [9500/10009 ( 95%)]  Loss:  3.953216 (3.7994)  Time: 3.924s,   32.62/s  (1.446s,   88.54/s)  LR: 2.445e-04  Data: 3.259 (0.776)
Train: 29 [9550/10009 ( 95%)]  Loss:  4.326950 (3.7989)  Time: 0.688s,  186.10/s  (1.445s,   88.58/s)  LR: 2.445e-04  Data: 0.020 (0.775)
Train: 29 [9600/10009 ( 96%)]  Loss:  4.427546 (3.7989)  Time: 0.692s,  184.97/s  (1.444s,   88.63/s)  LR: 2.445e-04  Data: 0.018 (0.774)
Train: 29 [9650/10009 ( 96%)]  Loss:  4.076747 (3.7996)  Time: 1.877s,   68.20/s  (1.444s,   88.63/s)  LR: 2.445e-04  Data: 1.218 (0.774)
Train: 29 [9700/10009 ( 97%)]  Loss:  4.009058 (3.7998)  Time: 6.411s,   19.97/s  (1.444s,   88.62/s)  LR: 2.445e-04  Data: 5.747 (0.774)
Train: 29 [9750/10009 ( 97%)]  Loss:  2.714270 (3.8002)  Time: 0.660s,  194.03/s  (1.444s,   88.62/s)  LR: 2.445e-04  Data: 0.014 (0.774)
Train: 29 [9800/10009 ( 98%)]  Loss:  3.559432 (3.8000)  Time: 0.729s,  175.67/s  (1.446s,   88.55/s)  LR: 2.445e-04  Data: 0.018 (0.775)
Train: 29 [9850/10009 ( 98%)]  Loss:  4.157279 (3.8006)  Time: 0.682s,  187.67/s  (1.446s,   88.55/s)  LR: 2.445e-04  Data: 0.019 (0.775)
Train: 29 [9900/10009 ( 99%)]  Loss:  3.246777 (3.8002)  Time: 6.262s,   20.44/s  (1.446s,   88.54/s)  LR: 2.445e-04  Data: 5.603 (0.776)
Train: 29 [9950/10009 ( 99%)]  Loss:  4.306905 (3.7993)  Time: 0.668s,  191.55/s  (1.445s,   88.59/s)  LR: 2.445e-04  Data: 0.019 (0.775)
Train: 29 [10000/10009 (100%)]  Loss:  3.402691 (3.7990)  Time: 0.682s,  187.56/s  (1.444s,   88.64/s)  LR: 2.445e-04  Data: 0.019 (0.774)
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
/home/user/conda/lib/python3.8/site-packages/torchvision/transforms/functional.py:404: UserWarning: Argument interpolation should be of type InterpolationMode instead of int. Please, use InterpolationMode enum.
  warnings.warn(
Train: 29 [10008/10009 (100%)]  Loss:  2.783708 (3.7990)  Time: 1.165s,  109.87/s  (1.444s,   88.66/s)  LR: 2.445e-04  Data: 0.495 (0.774)
Test: [   0/390]  Time: 13.553 (13.553)  Loss:  0.9057 (0.9057)  Acc@1: 88.2812 (88.2812)  Acc@5: 94.5312 (94.5312)
Test: [  50/390]  Time: 0.224 (1.700)  Loss:  0.7399 (1.1530)  Acc@1: 89.8438 (77.6195)  Acc@5: 99.2188 (93.4436)
Test: [ 100/390]  Time: 0.228 (1.613)  Loss:  1.2034 (1.1618)  Acc@1: 73.4375 (76.5548)  Acc@5: 94.5312 (94.0903)
Test: [ 150/390]  Time: 0.227 (1.560)  Loss:  1.3973 (1.1408)  Acc@1: 64.8438 (77.0075)  Acc@5: 93.7500 (94.4071)
Test: [ 200/390]  Time: 0.223 (1.572)  Loss:  1.2798 (1.2594)  Acc@1: 72.6562 (74.2848)  Acc@5: 96.0938 (92.7666)
Test: [ 250/390]  Time: 0.224 (1.506)  Loss:  1.1559 (1.3222)  Acc@1: 81.2500 (72.9831)  Acc@5: 92.1875 (91.7673)
Test: [ 300/390]  Time: 4.327 (1.507)  Loss:  1.4301 (1.3797)  Acc@1: 73.4375 (71.7764)  Acc@5: 87.5000 (90.9235)
Test: [ 350/390]  Time: 0.232 (1.514)  Loss:  1.6215 (1.4277)  Acc@1: 73.4375 (70.6041)  Acc@5: 83.5938 (90.2199)
Test: [ 390/390]  Time: 0.473 (1.527)  Loss:  2.2703 (1.4267)  Acc@1: 46.2500 (70.5840)  Acc@5: 77.5000 (90.2180)
Test (EMA): [   0/390]  Time: 14.749 (14.749)  Loss:  6.9458 (6.9458)  Acc@1:  0.0000 ( 0.0000)  Acc@5:  1.5625 ( 1.5625)
Test (EMA): [  50/390]  Time: 0.973 (1.812)  Loss:  7.0564 (6.9446)  Acc@1:  0.0000 ( 0.0000)  Acc@5:  0.0000 ( 0.2757)
Test (EMA): [ 100/390]  Time: 0.223 (1.654)  Loss:  6.7515 (6.9446)  Acc@1:  0.0000 ( 0.1160)  Acc@5:  0.0000 ( 0.7194)
Test (EMA): [ 150/390]  Time: 0.226 (1.535)  Loss:  7.0023 (6.9393)  Acc@1:  0.0000 ( 0.0776)  Acc@5:  0.0000 ( 0.5639)
Test (EMA): [ 200/390]  Time: 0.223 (1.536)  Loss:  6.7245 (6.9381)  Acc@1:  1.5625 ( 0.0700)  Acc@5:  7.0312 ( 0.5286)
Test (EMA): [ 250/390]  Time: 5.488 (1.575)  Loss:  6.9717 (6.9377)  Acc@1:  0.0000 ( 0.0872)  Acc@5:  0.0000 ( 0.5852)
Test (EMA): [ 300/390]  Time: 0.226 (1.586)  Loss:  6.7808 (6.9495)  Acc@1:  0.0000 ( 0.0753)  Acc@5:  0.0000 ( 0.5217)
Test (EMA): [ 350/390]  Time: 0.228 (1.581)  Loss:  7.2505 (6.9487)  Acc@1:  0.0000 ( 0.0913)  Acc@5:  0.0000 ( 0.6099)
Test (EMA): [ 390/390]  Time: 0.621 (1.579)  Loss:  6.6281 (6.9489)  Acc@1:  0.0000 ( 0.0820)  Acc@5:  1.2500 ( 0.5620)
Train: 30 [   0/10009 (  0%)]  Loss:  4.632621 (4.6326)  Time: 15.239s,    8.40/s  (15.239s,    8.40/s)  LR: 2.441e-04  Data: 14.532 (14.532)
Train: 30 [  50/10009 (  0%)]  Loss:  3.856754 (3.8700)  Time: 0.814s,  157.33/s  (1.676s,   76.35/s)  LR: 2.441e-04  Data: 0.171 (1.015)
Train: 30 [ 100/10009 (  1%)]  Loss:  2.757420 (3.8275)  Time: 0.680s,  188.16/s  (1.744s,   73.40/s)  LR: 2.441e-04  Data: 0.020 (1.074)
Train: 30 [ 150/10009 (  1%)]  Loss:  4.106795 (3.8258)  Time: 0.653s,  195.91/s  (1.694s,   75.56/s)  LR: 2.441e-04  Data: 0.017 (1.027)
Train: 30 [ 200/10009 (  2%)]  Loss:  4.597443 (3.8042)  Time: 0.684s,  187.23/s  (1.623s,   78.86/s)  LR: 2.441e-04  Data: 0.017 (0.954)
Train: 30 [ 250/10009 (  2%)]  Loss:  4.376766 (3.8070)  Time: 7.214s,   17.74/s  (1.583s,   80.85/s)  LR: 2.441e-04  Data: 6.546 (0.915)
Train: 30 [ 300/10009 (  3%)]  Loss:  4.601293 (3.7843)  Time: 0.683s,  187.41/s  (1.534s,   83.42/s)  LR: 2.441e-04  Data: 0.020 (0.867)
Train: 30 [ 350/10009 (  3%)]  Loss:  3.354733 (3.7945)  Time: 0.680s,  188.13/s  (1.500s,   85.35/s)  LR: 2.441e-04  Data: 0.019 (0.830)
Train: 30 [ 400/10009 (  4%)]  Loss:  3.613150 (3.7949)  Time: 0.656s,  195.25/s  (1.470s,   87.10/s)  LR: 2.441e-04  Data: 0.017 (0.799)
Train: 30 [ 450/10009 (  4%)]  Loss:  4.392220 (3.7979)  Time: 6.342s,   20.18/s  (1.464s,   87.44/s)  LR: 2.441e-04  Data: 5.623 (0.793)
Train: 30 [ 500/10009 (  5%)]  Loss:  3.994734 (3.8065)  Time: 0.741s,  172.69/s  (1.470s,   87.05/s)  LR: 2.441e-04  Data: 0.020 (0.798)
Train: 30 [ 550/10009 (  5%)]  Loss:  4.255504 (3.8102)  Time: 0.737s,  173.65/s  (1.471s,   87.04/s)  LR: 2.441e-04  Data: 0.018 (0.798)
Train: 30 [ 600/10009 (  6%)]  Loss:  3.638778 (3.7998)  Time: 0.682s,  187.67/s  (1.486s,   86.16/s)  LR: 2.441e-04  Data: 0.017 (0.813)
Train: 30 [ 650/10009 (  6%)]  Loss:  4.112523 (3.7958)  Time: 6.476s,   19.76/s  (1.491s,   85.83/s)  LR: 2.441e-04  Data: 5.813 (0.819)
Train: 30 [ 700/10009 (  7%)]  Loss:  4.189824 (3.7914)  Time: 0.677s,  189.12/s  (1.496s,   85.56/s)  LR: 2.441e-04  Data: 0.020 (0.823)
Train: 30 [ 750/10009 (  7%)]  Loss:  4.485353 (3.7937)  Time: 0.700s,  182.90/s  (1.498s,   85.46/s)  LR: 2.441e-04  Data: 0.015 (0.825)
Train: 30 [ 800/10009 (  8%)]  Loss:  3.964311 (3.8013)  Time: 0.704s,  181.87/s  (1.491s,   85.84/s)  LR: 2.441e-04  Data: 0.015 (0.819)
Train: 30 [ 850/10009 (  8%)]  Loss:  4.071598 (3.7989)  Time: 9.517s,   13.45/s  (1.496s,   85.53/s)  LR: 2.441e-04  Data: 8.811 (0.824)
Train: 30 [ 900/10009 (  9%)]  Loss:  3.732673 (3.7993)  Time: 0.691s,  185.19/s  (1.498s,   85.44/s)  LR: 2.441e-04  Data: 0.023 (0.825)
Train: 30 [ 950/10009 (  9%)]  Loss:  4.250203 (3.7968)  Time: 0.677s,  188.95/s  (1.504s,   85.08/s)  LR: 2.441e-04  Data: 0.018 (0.831)
Train: 30 [1000/10009 ( 10%)]  Loss:  4.018752 (3.8052)  Time: 0.737s,  173.78/s  (1.496s,   85.58/s)  LR: 2.441e-04  Data: 0.016 (0.822)
Train: 30 [1050/10009 ( 10%)]  Loss:  4.161988 (3.8060)  Time: 5.857s,   21.86/s  (1.491s,   85.87/s)  LR: 2.441e-04  Data: 5.181 (0.817)
Train: 30 [1100/10009 ( 11%)]  Loss:  4.512737 (3.8086)  Time: 0.685s,  186.92/s  (1.486s,   86.14/s)  LR: 2.441e-04  Data: 0.020 (0.812)
Train: 30 [1150/10009 ( 11%)]  Loss:  2.472918 (3.8077)  Time: 0.681s,  187.85/s  (1.483s,   86.29/s)  LR: 2.441e-04  Data: 0.018 (0.809)
Train: 30 [1200/10009 ( 12%)]  Loss:  3.563056 (3.8048)  Time: 0.667s,  192.02/s  (1.476s,   86.70/s)  LR: 2.441e-04  Data: 0.018 (0.803)
Train: 30 [1250/10009 ( 12%)]  Loss:  3.677270 (3.8065)  Time: 5.804s,   22.05/s  (1.474s,   86.83/s)  LR: 2.441e-04  Data: 5.144 (0.801)
Train: 30 [1300/10009 ( 13%)]  Loss:  3.787757 (3.8057)  Time: 0.682s,  187.60/s  (1.469s,   87.14/s)  LR: 2.441e-04  Data: 0.019 (0.796)
Train: 30 [1350/10009 ( 13%)]  Loss:  4.563819 (3.8037)  Time: 0.685s,  186.88/s  (1.463s,   87.47/s)  LR: 2.441e-04  Data: 0.017 (0.790)
Train: 30 [1400/10009 ( 14%)]  Loss:  4.062905 (3.8035)  Time: 0.696s,  183.90/s  (1.464s,   87.44/s)  LR: 2.441e-04  Data: 0.014 (0.791)
Train: 30 [1450/10009 ( 14%)]  Loss:  3.944405 (3.8049)  Time: 1.899s,   67.42/s  (1.468s,   87.22/s)  LR: 2.441e-04  Data: 1.239 (0.795)
Train: 30 [1500/10009 ( 15%)]  Loss:  3.806910 (3.8035)  Time: 0.685s,  186.85/s  (1.471s,   87.03/s)  LR: 2.441e-04  Data: 0.021 (0.798)
Train: 30 [1550/10009 ( 15%)]  Loss:  3.208946 (3.8017)  Time: 0.681s,  188.05/s  (1.473s,   86.92/s)  LR: 2.441e-04  Data: 0.017 (0.800)
Train: 30 [1600/10009 ( 16%)]  Loss:  3.507630 (3.8020)  Time: 0.685s,  186.99/s  (1.476s,   86.74/s)  LR: 2.441e-04  Data: 0.018 (0.803)
Train: 30 [1650/10009 ( 16%)]  Loss:  4.278906 (3.7996)  Time: 6.656s,   19.23/s  (1.481s,   86.45/s)  LR: 2.441e-04  Data: 5.997 (0.808)
Train: 30 [1700/10009 ( 17%)]  Loss:  2.610443 (3.7963)  Time: 0.681s,  187.89/s  (1.479s,   86.57/s)  LR: 2.441e-04  Data: 0.017 (0.806)
Train: 30 [1750/10009 ( 17%)]  Loss:  3.651464 (3.7965)  Time: 0.683s,  187.53/s  (1.477s,   86.65/s)  LR: 2.441e-04  Data: 0.017 (0.805)
Train: 30 [1800/10009 ( 18%)]  Loss:  3.816281 (3.7998)  Time: 0.690s,  185.48/s  (1.474s,   86.86/s)  LR: 2.441e-04  Data: 0.019 (0.802)
Train: 30 [1850/10009 ( 18%)]  Loss:  4.230986 (3.7967)  Time: 5.442s,   23.52/s  (1.475s,   86.78/s)  LR: 2.441e-04  Data: 4.777 (0.803)
Train: 30 [1900/10009 ( 19%)]  Loss:  4.079707 (3.7966)  Time: 0.732s,  174.88/s  (1.474s,   86.81/s)  LR: 2.441e-04  Data: 0.018 (0.803)
Train: 30 [1950/10009 ( 19%)]  Loss:  4.169866 (3.7990)  Time: 0.679s,  188.44/s  (1.476s,   86.72/s)  LR: 2.441e-04  Data: 0.018 (0.804)
Train: 30 [2000/10009 ( 20%)]  Loss:  3.186619 (3.7969)  Time: 0.706s,  181.20/s  (1.476s,   86.74/s)  LR: 2.441e-04  Data: 0.021 (0.804)
Train: 30 [2050/10009 ( 20%)]  Loss:  4.053124 (3.7972)  Time: 5.878s,   21.78/s  (1.475s,   86.78/s)  LR: 2.441e-04  Data: 5.211 (0.804)
Train: 30 [2100/10009 ( 21%)]  Loss:  4.177195 (3.7957)  Time: 0.683s,  187.31/s  (1.474s,   86.86/s)  LR: 2.441e-04  Data: 0.018 (0.802)
Train: 30 [2150/10009 ( 21%)]  Loss:  4.042334 (3.7970)  Time: 0.738s,  173.37/s  (1.476s,   86.74/s)  LR: 2.441e-04  Data: 0.019 (0.804)
Train: 30 [2200/10009 ( 22%)]  Loss:  3.955530 (3.7961)  Time: 0.713s,  179.47/s  (1.469s,   87.16/s)  LR: 2.441e-04  Data: 0.015 (0.797)
Train: 30 [2250/10009 ( 22%)]  Loss:  2.786950 (3.7980)  Time: 3.182s,   40.23/s  (1.464s,   87.45/s)  LR: 2.441e-04  Data: 2.501 (0.792)
Train: 30 [2300/10009 ( 23%)]  Loss:  3.656686 (3.7972)  Time: 0.685s,  187.00/s  (1.464s,   87.41/s)  LR: 2.441e-04  Data: 0.020 (0.793)
Train: 30 [2350/10009 ( 23%)]  Loss:  4.408949 (3.7957)  Time: 0.680s,  188.37/s  (1.471s,   87.01/s)  LR: 2.441e-04  Data: 0.018 (0.800)
Train: 30 [2400/10009 ( 24%)]  Loss:  2.895554 (3.7962)  Time: 0.652s,  196.39/s  (1.474s,   86.82/s)  LR: 2.441e-04  Data: 0.015 (0.803)
Train: 30 [2450/10009 ( 24%)]  Loss:  2.981204 (3.7967)  Time: 6.925s,   18.48/s  (1.478s,   86.58/s)  LR: 2.441e-04  Data: 6.265 (0.807)
Train: 30 [2500/10009 ( 25%)]  Loss:  3.838210 (3.7979)  Time: 0.685s,  186.99/s  (1.480s,   86.47/s)  LR: 2.441e-04  Data: 0.017 (0.809)
Train: 30 [2550/10009 ( 25%)]  Loss:  4.325337 (3.7989)  Time: 0.704s,  181.88/s  (1.482s,   86.38/s)  LR: 2.441e-04  Data: 0.016 (0.811)
Train: 30 [2600/10009 ( 26%)]  Loss:  3.965313 (3.7984)  Time: 0.655s,  195.49/s  (1.486s,   86.13/s)  LR: 2.441e-04  Data: 0.014 (0.815)
Train: 30 [2650/10009 ( 26%)]  Loss:  4.072378 (3.8004)  Time: 7.945s,   16.11/s  (1.489s,   85.99/s)  LR: 2.441e-04  Data: 7.287 (0.818)
Train: 30 [2700/10009 ( 27%)]  Loss:  4.352190 (3.7999)  Time: 0.733s,  174.65/s  (1.487s,   86.06/s)  LR: 2.441e-04  Data: 0.020 (0.816)
Train: 30 [2750/10009 ( 27%)]  Loss:  2.966170 (3.7987)  Time: 0.676s,  189.41/s  (1.486s,   86.13/s)  LR: 2.441e-04  Data: 0.017 (0.815)
Train: 30 [2800/10009 ( 28%)]  Loss:  4.146182 (3.7997)  Time: 0.696s,  183.84/s  (1.483s,   86.31/s)  LR: 2.441e-04  Data: 0.018 (0.812)
Train: 30 [2850/10009 ( 28%)]  Loss:  3.501736 (3.7970)  Time: 6.301s,   20.31/s  (1.482s,   86.36/s)  LR: 2.441e-04  Data: 5.632 (0.811)
Train: 30 [2900/10009 ( 29%)]  Loss:  3.566521 (3.7970)  Time: 0.697s,  183.66/s  (1.482s,   86.34/s)  LR: 2.441e-04  Data: 0.022 (0.812)
Train: 30 [2950/10009 ( 29%)]  Loss:  4.292657 (3.7967)  Time: 0.680s,  188.12/s  (1.484s,   86.24/s)  LR: 2.441e-04  Data: 0.018 (0.813)
Train: 30 [3000/10009 ( 30%)]  Loss:  3.557164 (3.7973)  Time: 0.685s,  186.73/s  (1.489s,   85.94/s)  LR: 2.441e-04  Data: 0.019 (0.819)
Train: 30 [3050/10009 ( 30%)]  Loss:  2.754554 (3.7992)  Time: 4.176s,   30.65/s  (1.493s,   85.72/s)  LR: 2.441e-04  Data: 3.515 (0.823)
Train: 30 [3100/10009 ( 31%)]  Loss:  4.624165 (3.7967)  Time: 0.683s,  187.33/s  (1.503s,   85.16/s)  LR: 2.441e-04  Data: 0.020 (0.832)
Train: 30 [3150/10009 ( 31%)]  Loss:  3.150747 (3.7977)  Time: 0.684s,  187.09/s  (1.507s,   84.94/s)  LR: 2.441e-04  Data: 0.018 (0.836)
Train: 30 [3200/10009 ( 32%)]  Loss:  4.155621 (3.7972)  Time: 0.662s,  193.30/s  (1.508s,   84.86/s)  LR: 2.441e-04  Data: 0.018 (0.838)
Train: 30 [3250/10009 ( 32%)]  Loss:  3.508691 (3.7961)  Time: 0.657s,  194.92/s  (1.507s,   84.94/s)  LR: 2.441e-04  Data: 0.014 (0.836)
Train: 30 [3300/10009 ( 33%)]  Loss:  2.639192 (3.7969)  Time: 0.683s,  187.45/s  (1.510s,   84.75/s)  LR: 2.441e-04  Data: 0.019 (0.840)
Train: 30 [3350/10009 ( 33%)]  Loss:  4.236650 (3.7971)  Time: 0.679s,  188.60/s  (1.508s,   84.90/s)  LR: 2.441e-04  Data: 0.018 (0.837)
Train: 30 [3400/10009 ( 34%)]  Loss:  3.864911 (3.7978)  Time: 0.664s,  192.85/s  (1.505s,   85.03/s)  LR: 2.441e-04  Data: 0.016 (0.835)
Train: 30 [3450/10009 ( 34%)]  Loss:  4.353138 (3.7960)  Time: 0.677s,  188.93/s  (1.504s,   85.13/s)  LR: 2.441e-04  Data: 0.019 (0.833)
Train: 30 [3500/10009 ( 35%)]  Loss:  4.574939 (3.7968)  Time: 0.684s,  187.01/s  (1.504s,   85.11/s)  LR: 2.441e-04  Data: 0.023 (0.833)
Train: 30 [3550/10009 ( 35%)]  Loss:  3.271015 (3.7965)  Time: 0.705s,  181.53/s  (1.503s,   85.15/s)  LR: 2.441e-04  Data: 0.018 (0.833)
Train: 30 [3600/10009 ( 36%)]  Loss:  3.942114 (3.7955)  Time: 0.679s,  188.59/s  (1.501s,   85.27/s)  LR: 2.441e-04  Data: 0.018 (0.830)
Train: 30 [3650/10009 ( 36%)]  Loss:  4.006925 (3.7945)  Time: 0.681s,  187.92/s  (1.500s,   85.35/s)  LR: 2.441e-04  Data: 0.018 (0.829)
Train: 30 [3700/10009 ( 37%)]  Loss:  2.378222 (3.7941)  Time: 0.679s,  188.41/s  (1.502s,   85.23/s)  LR: 2.441e-04  Data: 0.017 (0.831)
